OPPORTUNITY NUMBER,,,pos_tuple,pos,token_str,term_str,term_id
72044022RFA00003,0,18,"('of', 'IN')",IN,of,of,944
72044022RFA00003,0,19,"('youth', 'NN')",NN,youth,youth,1479
72044022RFA00003,0,20,"('leaders', 'NNS')",NNS,leaders,leaders,797
72044022RFA00003,0,21,"(',', ',')",",",",",,0
72044022RFA00003,0,22,"('individually', 'RB')",RB,individually,individually,711
72044022RFA00003,0,23,"('and', 'CC')",CC,and,and,112
72044022RFA00003,0,24,"('as', 'IN')",IN,as,as,138
72044022RFA00003,0,25,"('a', 'DT')",DT,a,a,25
72044022RFA00003,0,26,"('cohort', 'NN')",NN,cohort,cohort,246
72044022RFA00003,0,27,"('(', '(')",(,(,,0
72044022RFA00003,0,28,"('age', 'NN')",NN,age,age,85
72044022RFA00003,0,29,"('18-35', 'CD')",CD,18-35,1835,5
72044022RFA00003,0,30,"('throughout', 'IN')",IN,throughout,throughout,1344
72044022RFA00003,0,31,"('the', 'DT')",DT,the,the,1324
72044022RFA00003,0,32,"('ASEAN', 'NNP')",NNP,ASEAN,asean,139
72044022RFA00003,0,33,"('region', 'NN')",NN,region,region,1123
72044022RFA00003,0,34,"('and', 'CC')",CC,and,and,112
72044022RFA00003,0,35,"('Timor', 'NNP')",NNP,Timor,timor,1347
72044022RFA00003,0,36,"('Leste', 'NNP')",NNP,Leste,leste,809
72044022RFA00003,0,37,"(')', ')')",),),,0
72044022RFA00003,0,38,"('.', '.')",.,.,,0
72044022RFA00003,1,0,"('Through', 'IN')",IN,Through,through,1343
72044022RFA00003,1,1,"('capacity', 'NN')",NN,capacity,capacity,202
72044022RFA00003,1,2,"('strengthening', 'VBG')",VBG,strengthening,strengthening,1263
72044022RFA00003,1,3,"('interventions', 'NNS')",NNS,interventions,interventions,751
72044022RFA00003,1,4,"(',', ',')",",",",",,0
72044022RFA00003,1,5,"('learning', 'VBG')",VBG,learning,learning,802
72044022RFA00003,1,6,"('and', 'CC')",CC,and,and,112
72044022RFA00003,1,7,"('collaborating', 'VBG')",VBG,collaborating,collaborating,248
72044022RFA00003,1,8,"('to', 'TO')",TO,to,to,1348
72044022RFA00003,1,9,"('engage', 'VB')",VB,engage,engage,462
72044022RFA00003,1,10,"('as', 'IN')",IN,as,as,138
72044022RFA00003,1,11,"('a', 'DT')",DT,a,a,25
72044022RFA00003,1,12,"('cohort', 'NN')",NN,cohort,cohort,246
72044022RFA00003,1,13,"(',', ',')",",",",",,0
72044022RFA00003,1,14,"('and', 'CC')",CC,and,and,112
72044022RFA00003,1,15,"('establishing', 'VBG')",VBG,establishing,establishing,490
72044022RFA00003,1,16,"('a', 'DT')",DT,a,a,25
72044022RFA00003,1,17,"('platform', 'NN')",NN,platform,platform,1020
72044022RFA00003,1,18,"('for', 'IN')",IN,for,for,556
72044022RFA00003,1,19,"('sharing', 'VBG')",VBG,sharing,sharing,1210
72044022RFA00003,1,20,"('resources/expertise', 'NN')",NN,resources/expertise,resourcesexpertise,1148
72044022RFA00003,1,21,"('and', 'CC')",CC,and,and,112
72044022RFA00003,1,22,"('networking', 'NN')",NN,networking,networking,919
72044022RFA00003,1,23,"(',', ',')",",",",",,0
72044022RFA00003,1,24,"('young', 'JJ')",JJ,young,young,1478
72044022RFA00003,1,25,"('leaders', 'NNS')",NNS,leaders,leaders,797
72044022RFA00003,1,26,"('will', 'MD')",MD,will,will,1462
72044022RFA00003,1,27,"('gain', 'VB')",VB,gain,gain,585
72044022RFA00003,1,28,"('sufficient', 'JJ')",JJ,sufficient,sufficient,1285
72044022RFA00003,1,29,"('knowledge', 'NN')",NN,knowledge,knowledge,787
72044022RFA00003,1,30,"(',', ',')",",",",",,0
72044022RFA00003,1,31,"('and', 'CC')",CC,and,and,112
72044022RFA00003,1,32,"('skills', 'NNS')",NNS,skills,skills,1222
72044022RFA00003,1,33,"(';', ':')",:,;,,0
72044022RFA00003,1,34,"('pilot', 'NN')",NN,pilot,pilot,1013
72044022RFA00003,1,35,"('innovation', 'NN')",NN,innovation,innovation,719
72044022RFA00003,1,36,"('es', 'NN')",NN,es,es,486
72044022RFA00003,1,37,"('to', 'TO')",TO,to,to,1348
72044022RFA00003,1,38,"('address', 'VB')",VB,address,address,68
72044022RFA00003,1,39,"('pressing', 'VBG')",VBG,pressing,pressing,1054
72044022RFA00003,1,40,"('climate', 'JJ')",JJ,climate,climate,236
72044022RFA00003,1,41,"('change', 'NN')",NN,change,change,219
72044022RFA00003,1,42,"(',', ',')",",",",",,0
72044022RFA00003,1,43,"('environment', 'NN')",NN,environment,environment,475
72044022RFA00003,1,44,"(',', ',')",",",",",,0
72044022RFA00003,1,45,"('and', 'CC')",CC,and,and,112
72044022RFA00003,1,46,"('biodiversity', 'NN')",NN,biodiversity,biodiversity,176
72044022RFA00003,1,47,"('challenges', 'NNS')",NNS,challenges,challenges,218
72044022RFA00003,1,48,"(',', ',')",",",",",,0
72044022RFA00003,1,49,"('and', 'CC')",CC,and,and,112
72044022RFA00003,1,50,"('contribute', 'NN')",NN,contribute,contribute,301
72044022RFA00003,1,51,"('to', 'TO')",TO,to,to,1348
72044022RFA00003,1,52,"('strengthening', 'VBG')",VBG,strengthening,strengthening,1263
72044022RFA00003,1,53,"('relationships', 'NNS')",NNS,relationships,relationships,1131
72044022RFA00003,1,54,"('across', 'IN')",IN,across,across,55
72044022RFA00003,1,55,"('the', 'DT')",DT,the,the,1324
72044022RFA00003,1,56,"('region', 'NN')",NN,region,region,1123
72044022RFA00003,1,57,"('.', '.')",.,.,,0
72044022RFA00003,2,0,"('The', 'DT')",DT,The,the,1324
72044022RFA00003,2,1,"('will', 'MD')",MD,will,will,1462
72044022RFA00003,2,2,"('create', 'VB')",VB,create,create,328
72044022RFA00003,2,3,"('systematic', 'JJ')",JJ,systematic,systematic,1304
72044022RFA00003,2,4,"('opportunities', 'NNS')",NNS,opportunities,opportunities,954
72044022RFA00003,2,5,"('for', 'IN')",IN,for,for,556
72044022RFA00003,2,6,"('youth', 'NN')",NN,youth,youth,1479
72044022RFA00003,2,7,"('leaders', 'NNS')",NNS,leaders,leaders,797
72044022RFA00003,2,8,"('to', 'TO')",TO,to,to,1348
72044022RFA00003,2,9,"('collaborate', 'VB')",VB,collaborate,collaborate,247
72044022RFA00003,2,10,"(',', ',')",",",",",,0
72044022RFA00003,2,11,"('providing', 'VBG')",VBG,providing,providing,1087
72044022RFA00003,2,12,"('both', 'CC')",CC,both,both,179
72044022RFA00003,2,13,"('a', 'DT')",DT,a,a,25
72044022RFA00003,2,14,"('learning', 'NN')",NN,learning,learning,802
72044022RFA00003,2,15,"('community', 'NN')",NN,community,community,266
72044022RFA00003,2,16,"('for', 'IN')",IN,for,for,556
72044022RFA00003,2,17,"('those', 'DT')",DT,those,those,1337
72044022RFA00003,2,18,"('involved', 'VBN')",VBN,involved,involved,759
72044022RFA00003,2,19,"('in', 'IN')",IN,in,in,691
72044022RFA00003,2,20,"('the', 'DT')",DT,the,the,1324
72044022RFA00003,2,21,"('and', 'CC')",CC,and,and,112
72044022RFA00003,2,22,"('incentivizing', 'NN')",NN,incentivizing,incentivizing,693
72044022RFA00003,2,23,"(',', ',')",",",",",,0
72044022RFA00003,2,24,"('where', 'WRB')",WRB,where,where,1454
72044022RFA00003,2,25,"('appropriate', 'JJ')",JJ,appropriate,appropriate,124
72044022RFA00003,2,26,"(',', ',')",",",",",,0
72044022RFA00003,2,27,"('cross-border', 'JJ')",JJ,cross-border,crossborder,336
72044022RFA00003,2,28,"('research', 'NN')",NN,research,research,1141
72044022RFA00003,2,29,"('and/or', 'NN')",NN,and/or,andor,113
72044022RFA00003,2,30,"('innovations', 'NNS')",NNS,innovations,innovations,721
72044022RFA00003,2,31,"('at', 'IN')",IN,at,at,144
72044022RFA00003,2,32,"('the', 'DT')",DT,the,the,1324
72044022RFA00003,2,33,"('local', 'JJ')",JJ,local,local,832
72044022RFA00003,2,34,"('level', 'NN')",NN,level,level,810
72044022RFA00003,2,35,"('through', 'IN')",IN,through,through,1343
72044022RFA00003,2,36,"('a', 'DT')",DT,a,a,25
72044022RFA00003,2,37,"('small', 'JJ')",JJ,small,small,1224
72044022RFA00003,2,38,"('grants', 'NNS')",NNS,grants,grants,617
72044022RFA00003,2,39,"('program', 'NN')",NN,program,program,1070
72044022RFA00003,2,40,"('.', '.')",.,.,,0
72044022RFA00002,0,0,"('The', 'DT')",DT,The,the,1324
72044022RFA00002,0,1,"('“', 'NNP')",NNP,“,,0
72044022RFA00002,0,2,"('Vietnam', 'NNP')",NNP,Vietnam,vietnam,1429
72044022RFA00002,0,3,"('Action', 'NNP')",NNP,Action,action,57
72044022RFA00002,0,4,"('Against', 'NNP')",NNP,Against,against,84
72044022RFA00002,0,5,"('Plastic', 'NNP')",NNP,Plastic,plastic,1019
72044022RFA00002,0,6,"('Pollution', 'NNP')",NNP,Pollution,pollution,1031
72044022RFA00002,0,7,"('”', 'NNP')",NNP,”,,0
72044022RFA00002,0,8,"('aims', 'VBZ')",VBZ,aims,aims,95
72044022RFA00002,0,9,"('to', 'TO')",TO,to,to,1348
72044022RFA00002,0,10,"('reduce', 'VB')",VB,reduce,reduce,1109
72044022RFA00002,0,11,"('ocean', 'JJ')",JJ,ocean,ocean,942
72044022RFA00002,0,12,"('plastic', 'NN')",NN,plastic,plastic,1019
72044022RFA00002,0,13,"('pollution', 'NN')",NN,pollution,pollution,1031
72044022RFA00002,0,14,"('at', 'IN')",IN,at,at,144
72044022RFA00002,0,15,"('its', 'PRP$')",PRP$,its,its,771
72044022RFA00002,0,16,"('source', 'NN')",NN,source,source,1236
72044022RFA00002,0,17,"('in', 'IN')",IN,in,in,691
72044022RFA00002,0,18,"('Vietnam', 'NNP')",NNP,Vietnam,vietnam,1429
72044022RFA00002,0,19,"('through', 'IN')",IN,through,through,1343
72044022RFA00002,0,20,"('strategic', 'JJ')",JJ,strategic,strategic,1258
72044022RFA00002,0,21,"('es', 'NNS')",NNS,es,es,486
72044022RFA00002,0,22,"('such', 'JJ')",JJ,such,such,1284
72044022RFA00002,0,23,"('as', 'IN')",IN,as,as,138
72044022RFA00002,0,24,"('convening', 'VBG')",VBG,convening,convening,304
72044022RFA00002,0,25,"('stakeholders', 'NNS')",NNS,stakeholders,stakeholders,1248
72044022RFA00002,0,26,"('’', 'JJ')",JJ,’,,0
72044022RFA00002,0,27,"('power', 'NN')",NN,power,power,1039
72044022RFA00002,0,28,"(',', ',')",",",",",,0
72044022RFA00002,0,29,"('promoting', 'VBG')",VBG,promoting,promoting,1078
72044022RFA00002,0,30,"('the', 'DT')",DT,the,the,1324
72044022RFA00002,0,31,"('creation', 'NN')",NN,creation,creation,330
72044022RFA00002,0,32,"('and', 'CC')",CC,and,and,112
72044022RFA00002,0,33,"('implementation', 'NN')",NN,implementation,implementation,681
72044022RFA00002,0,34,"('of', 'IN')",IN,of,of,944
72044022RFA00002,0,35,"('data-driven', 'JJ')",JJ,data-driven,datadriven,352
72044022RFA00002,0,36,"('policies', 'NNS')",NNS,policies,policies,1028
72044022RFA00002,0,37,"(',', ',')",",",",",,0
72044022RFA00002,0,38,"('enhancing', 'VBG')",VBG,enhancing,enhancing,467
72044022RFA00002,0,39,"('knowledge', 'NN')",NN,knowledge,knowledge,787
72044022RFA00002,0,40,"('and', 'CC')",CC,and,and,112
72044022RFA00002,0,41,"('sharing', 'VBG')",VBG,sharing,sharing,1210
72044022RFA00002,0,42,"('learning', 'NN')",NN,learning,learning,802
72044022RFA00002,0,43,"(',', ',')",",",",",,0
72044022RFA00002,0,44,"('promoting', 'VBG')",VBG,promoting,promoting,1078
72044022RFA00002,0,45,"('appropriately', 'RB')",RB,appropriately,appropriately,125
72044022RFA00002,0,46,"('scaled', 'VBN')",VBN,scaled,scaled,1183
72044022RFA00002,0,47,"('technology', 'NN')",NN,technology,technology,1320
72044022RFA00002,0,48,"('and', 'CC')",CC,and,and,112
72044022RFA00002,0,49,"('solutions', 'NNS')",NNS,solutions,solutions,1234
72044022RFA00002,0,50,"(',', ',')",",",",",,0
72044022RFA00002,0,51,"('and', 'CC')",CC,and,and,112
72044022RFA00002,0,52,"('providing', 'VBG')",VBG,providing,providing,1087
72044022RFA00002,0,53,"('technical', 'JJ')",JJ,technical,technical,1317
72044022RFA00002,0,54,"('expertise', 'NN')",NN,expertise,expertise,515
72044022RFA00002,0,55,"('and', 'CC')",CC,and,and,112
72044022RFA00002,0,56,"('building', 'NN')",NN,building,building,186
72044022RFA00002,0,57,"('capacity', 'NN')",NN,capacity,capacity,202
72044022RFA00002,0,58,"('of', 'IN')",IN,of,of,944
72044022RFA00002,0,59,"('local', 'JJ')",JJ,local,local,832
72044022RFA00002,0,60,"('governments', 'NNS')",NNS,governments,governments,612
72044022RFA00002,0,61,"('to', 'TO')",TO,to,to,1348
72044022RFA00002,0,62,"('manage', 'VB')",VB,manage,manage,847
72044022RFA00002,0,63,"('waste', 'NN')",NN,waste,waste,1443
72044022RFA00002,0,64,"('at', 'IN')",IN,at,at,144
72044022RFA00002,0,65,"('its', 'PRP$')",PRP$,its,its,771
72044022RFA00002,0,66,"('source', 'NN')",NN,source,source,1236
72044022RFA00002,0,67,"('and', 'CC')",CC,and,and,112
72044022RFA00002,0,68,"('prevent', 'NN')",NN,prevent,prevent,1055
72044022RFA00002,0,69,"('plastic', 'NN')",NN,plastic,plastic,1019
72044022RFA00002,0,70,"('pollution', 'NN')",NN,pollution,pollution,1031
72044022RFA00002,0,71,"('in', 'IN')",IN,in,in,691
72044022RFA00002,0,72,"('our', 'PRP$')",PRP$,our,our,963
72044022RFA00002,0,73,"('oceans', 'NNS')",NNS,oceans,oceans,943
72044022RFA00002,0,74,"('.', '.')",.,.,,0
72044022RFA00002,1,0,"('This', 'DT')",DT,This,this,1336
72044022RFA00002,1,1,"('is', 'VBZ')",VBZ,is,is,766
72044022RFA00002,1,2,"('designed', 'VBN')",VBN,designed,designed,376
72044022RFA00002,1,3,"('to', 'TO')",TO,to,to,1348
72044022RFA00002,1,4,"('support', 'VB')",VB,support,support,1288
72044022RFA00002,1,5,"('the', 'DT')",DT,the,the,1324
72044022RFA00002,1,6,"('Government', 'NNP')",NNP,Government,government,611
72044022RFA00002,1,7,"('of', 'IN')",IN,of,of,944
72044022RFA00002,1,8,"('Vietnam', 'NNP')",NNP,Vietnam,vietnam,1429
72044022RFA00002,1,9,"(""'s"", 'POS')",POS,'s,s,1173
72044022RFA00002,1,10,"('commitment', 'NN')",NN,commitment,commitment,259
72044022RFA00002,1,11,"('to', 'TO')",TO,to,to,1348
72044022RFA00002,1,12,"('improving', 'VBG')",VBG,improving,improving,690
72044022RFA00002,1,13,"('solid', 'JJ')",JJ,solid,solid,1232
72044022RFA00002,1,14,"('waste', 'NN')",NN,waste,waste,1443
72044022RFA00002,1,15,"('management', 'NN')",NN,management,management,848
72044022RFA00002,1,16,"('and', 'CC')",CC,and,and,112
72044022RFA00002,1,17,"('reducing', 'VBG')",VBG,reducing,reducing,1111
72044022RFA00002,1,18,"('plastic', 'JJ')",JJ,plastic,plastic,1019
72044022RFA00002,1,19,"('pollution', 'NN')",NN,pollution,pollution,1031
72044022RFA00002,1,20,"('in', 'IN')",IN,in,in,691
72044022RFA00002,1,21,"('the', 'DT')",DT,the,the,1324
72044022RFA00002,1,22,"('environment', 'NN')",NN,environment,environment,475
72044022RFA00002,1,23,"('and', 'CC')",CC,and,and,112
72044022RFA00002,1,24,"('oceans', 'NNS')",NNS,oceans,oceans,943
72044022RFA00002,1,25,"('and', 'CC')",CC,and,and,112
72044022RFA00002,1,26,"('support', 'NN')",NN,support,support,1288
72044022RFA00002,1,27,"('Development', 'NNP')",NNP,Development,development,383
72044022RFA00002,1,28,"('3', 'CD')",CD,3,3,17
72044022RFA00002,1,29,"('in', 'IN')",IN,in,in,691
72044022RFA00002,1,30,"('the', 'DT')",DT,the,the,1324
72044022RFA00002,1,31,"('USAID/Vietnam', 'NNP')",NNP,USAID/Vietnam,usaidvietnam,1412
72044022RFA00002,1,32,"('Country', 'NNP')",NNP,Country,country,320
72044022RFA00002,1,33,"('Development', 'NNP')",NNP,Development,development,383
72044022RFA00002,1,34,"('Cooperation', 'NNP')",NNP,Cooperation,cooperation,306
72044022RFA00002,1,35,"('Strategy', 'NNP')",NNP,Strategy,strategy,1260
72044022RFA00002,1,36,"('(', '(')",(,(,,0
72044022RFA00002,1,37,"('2020-2025', 'JJ')",JJ,2020-2025,20202025,11
72044022RFA00002,1,38,"(')', ')')",),),,0
72044022RFA00002,1,39,"(',', ',')",",",",",,0
72044022RFA00002,1,40,"('“', 'JJ')",JJ,“,,0
72044022RFA00002,1,41,"('Environmental', 'NNP')",NNP,Environmental,environmental,476
72044022RFA00002,1,42,"('security', 'NN')",NN,security,security,1195
72044022RFA00002,1,43,"('improved', 'VBD')",VBD,improved,improved,686
72044022RFA00002,1,44,"('”', 'NNP')",NNP,”,,0
72044022RFA00002,1,45,"(',', ',')",",",",",,0
72044022RFA00002,1,46,"('specifically', 'RB')",RB,specifically,specifically,1242
72044022RFA00002,1,47,"('Intermediate', 'NNP')",NNP,Intermediate,intermediate,744
72044022RFA00002,1,48,"('Result', 'NNP')",NNP,Result,result,1157
72044022RFA00002,1,49,"('4', 'CD')",CD,4,4,19
72044022RFA00002,1,50,"(',', ',')",",",",",,0
72044022RFA00002,1,51,"('“', 'NNP')",NNP,“,,0
72044022RFA00002,1,52,"('Collective', 'NNP')",NNP,Collective,collective,253
72044022RFA00002,1,53,"('action', 'NN')",NN,action,action,57
72044022RFA00002,1,54,"('accelerated', 'VBD')",VBD,accelerated,accelerated,38
72044022RFA00002,1,55,"('for', 'IN')",IN,for,for,556
72044022RFA00002,1,56,"('reducing', 'VBG')",VBG,reducing,reducing,1111
72044022RFA00002,1,57,"('environmental', 'JJ')",JJ,environmental,environmental,476
72044022RFA00002,1,58,"('pollution.', 'NN')",NN,pollution.,pollution,1031
72044022RFA00002,1,59,"('”', 'NNP')",NNP,”,,0
72044022RFA00002,1,60,"('Collaboration', 'NNP')",NNP,Collaboration,collaboration,249
72044022RFA00002,1,61,"('with', 'IN')",IN,with,with,1464
72044022RFA00002,1,62,"('a', 'DT')",DT,a,a,25
72044022RFA00002,1,63,"('wide', 'JJ')",JJ,wide,wide,1458
72044022RFA00002,1,64,"('range', 'NN')",NN,range,range,1096
72044022RFA00002,1,65,"('of', 'IN')",IN,of,of,944
72044022RFA00002,1,66,"('local', 'JJ')",JJ,local,local,832
72044022RFA00002,1,67,"('actors', 'NNS')",NNS,actors,actors,62
72044022RFA00002,1,68,"('such', 'JJ')",JJ,such,such,1284
72044022RFA00002,1,69,"('as', 'IN')",IN,as,as,138
72044022RFA00002,1,70,"('civil', 'JJ')",JJ,civil,civil,230
72044022RFA00002,1,71,"('society', 'NN')",NN,society,society,1231
72044022RFA00002,1,72,"(',', ',')",",",",",,0
72044022RFA00002,1,73,"('the', 'DT')",DT,the,the,1324
72044022RFA00002,1,74,"('private', 'JJ')",JJ,private,private,1065
72044022RFA00002,1,75,"('sector', 'NN')",NN,sector,sector,1191
72044022RFA00002,1,76,"(',', ',')",",",",",,0
72044022RFA00002,1,77,"('and', 'CC')",CC,and,and,112
72044022RFA00002,1,78,"('national', 'JJ')",JJ,national,national,911
72044022RFA00002,1,79,"(',', ',')",",",",",,0
72044022RFA00002,1,80,"('subnational', 'JJ')",JJ,subnational,subnational,1278
72044022RFA00002,1,81,"(',', ',')",",",",",,0
72044022RFA00002,1,82,"('and', 'CC')",CC,and,and,112
72044022RFA00002,1,83,"('local', 'JJ')",JJ,local,local,832
72044022RFA00002,1,84,"('governments', 'NNS')",NNS,governments,governments,612
72044022RFA00002,1,85,"('is', 'VBZ')",VBZ,is,is,766
72044022RFA00002,1,86,"('expected', 'VBN')",VBN,expected,expected,510
72044022RFA00002,1,87,"('to', 'TO')",TO,to,to,1348
72044022RFA00002,1,88,"('further', 'RBR')",RBR,further,further,582
72044022RFA00002,1,89,"('environmental', 'JJ')",JJ,environmental,environmental,476
72044022RFA00002,1,90,"('security', 'NN')",NN,security,security,1195
72044022RFA00002,1,91,"('and', 'CC')",CC,and,and,112
72044022RFA00002,1,92,"('sustainability', 'NN')",NN,sustainability,sustainability,1297
72044022RFA00002,1,93,"('in', 'IN')",IN,in,in,691
72044022RFA00002,1,94,"('Vietnam', 'NNP')",NNP,Vietnam,vietnam,1429
72044022RFA00002,1,95,"('.', '.')",.,.,,0
72044022RFA00002,2,0,"('The', 'DT')",DT,The,the,1324
72044022RFA00002,2,1,"('is', 'VBZ')",VBZ,is,is,766
72044022RFA00002,2,2,"('also', 'RB')",RB,also,also,101
72044022RFA00002,2,3,"('expected', 'VBN')",VBN,expected,expected,510
72044022RFA00002,2,4,"('to', 'TO')",TO,to,to,1348
72044022RFA00002,2,5,"('support', 'VB')",VB,support,support,1288
72044022RFA00002,2,6,"('cross-cutting', 'JJ')",JJ,cross-cutting,crosscutting,337
72044022RFA00002,2,7,"('outcomes', 'NNS')",NNS,outcomes,outcomes,967
72044022RFA00002,2,8,"('on', 'IN')",IN,on,on,947
72044022RFA00002,2,9,"('transparency', 'NN')",NN,transparency,transparency,1369
72044022RFA00002,2,10,"(',', ',')",",",",",,0
72044022RFA00002,2,11,"('collective', 'JJ')",JJ,collective,collective,253
72044022RFA00002,2,12,"('action', 'NN')",NN,action,action,57
72044022RFA00002,2,13,"(',', ',')",",",",",,0
72044022RFA00002,2,14,"('climate', 'NN')",NN,climate,climate,236
72044022RFA00002,2,15,"('change', 'NN')",NN,change,change,219
72044022RFA00002,2,16,"(',', ',')",",",",",,0
72044022RFA00002,2,17,"('and', 'CC')",CC,and,and,112
72044022RFA00002,2,18,"('gender', 'VB')",VB,gender,gender,591
72044022RFA00002,2,19,"('equality', 'NN')",NN,equality,equality,482
72044022RFA00002,2,20,"('and', 'CC')",CC,and,and,112
72044022RFA00002,2,21,"('inclusive', 'JJ')",JJ,inclusive,inclusive,698
72044022RFA00002,2,22,"('development', 'NN')",NN,development,development,383
72044022RFA00002,2,23,"('and', 'CC')",CC,and,and,112
72044022RFA00002,2,24,"('implement', 'NN')",NN,implement,implement,680
72044022RFA00002,2,25,"('activities', 'NNS')",NNS,activities,activities,61
72044022RFA00002,2,26,"('at', 'IN')",IN,at,at,144
72044022RFA00002,2,27,"('national', 'JJ')",JJ,national,national,911
72044022RFA00002,2,28,"('and', 'CC')",CC,and,and,112
72044022RFA00002,2,29,"('subnational', 'JJ')",JJ,subnational,subnational,1278
72044022RFA00002,2,30,"('level', 'NN')",NN,level,level,810
72044022RFA00002,2,31,"('to', 'TO')",TO,to,to,1348
72044022RFA00002,2,32,"('achieve', 'VB')",VB,achieve,achieve,49
72044022RFA00002,2,33,"('its', 'PRP$')",PRP$,its,its,771
72044022RFA00002,2,34,"('and', 'CC')",CC,and,and,112
72044022RFA00002,2,35,"('s', 'NN')",NN,s,s,1173
72044022RFA00002,2,36,"('.', '.')",.,.,,0
72044021RFA00003,0,0,"('The', 'DT')",DT,The,the,1324
72044021RFA00003,0,1,"('theory', 'NN')",NN,theory,theory,1329
72044021RFA00003,0,2,"('of', 'IN')",IN,of,of,944
72044021RFA00003,0,3,"('change', 'NN')",NN,change,change,219
72044021RFA00003,0,4,"('(', '(')",(,(,,0
72044021RFA00003,0,5,"('ToC', 'NNP')",NNP,ToC,toc,1349
72044021RFA00003,0,6,"(')', ')')",),),,0
72044021RFA00003,0,7,"('articulates', 'VBZ')",VBZ,articulates,articulates,136
72044021RFA00003,0,8,"('what', 'WP')",WP,what,what,1452
72044021RFA00003,0,9,"('a', 'DT')",DT,a,a,25
72044021RFA00003,0,10,"('modern', 'JJ')",JJ,modern,modern,893
72044021RFA00003,0,11,"('higher', 'JJR')",JJR,higher,higher,646
72044021RFA00003,0,12,"('education', 'NN')",NN,education,education,429
72044021RFA00003,0,13,"('institution', 'NN')",NN,institution,institution,724
72044021RFA00003,0,14,"('is', 'VBZ')",VBZ,is,is,766
72044021RFA00003,0,15,"('and', 'CC')",CC,and,and,112
72044021RFA00003,0,16,"('focuses', 'VBZ')",VBZ,focuses,focuses,553
72044021RFA00003,0,17,"('USAID', 'NNP')",NNP,USAID,usaid,1404
72044021RFA00003,0,18,"('’', 'NNP')",NNP,’,,0
72044021RFA00003,0,19,"('s', 'VBD')",VBD,s,s,1173
72044021RFA00003,0,20,"('funding', 'VBG')",VBG,funding,funding,581
72044021RFA00003,0,21,"('on', 'IN')",IN,on,on,947
72044021RFA00003,0,22,"('three', 'CD')",CD,three,three,1342
72044021RFA00003,0,23,"('core', 'NN')",NN,core,core,312
72044021RFA00003,0,24,"('areas', 'NNS')",NNS,areas,areas,131
72044021RFA00003,0,25,"(':', ':')",:,:,,0
72044021RFA00003,0,26,"('sustainability', 'NN')",NN,sustainability,sustainability,1297
72044021RFA00003,0,27,"('/', 'NNP')",NNP,/,,0
72044021RFA00003,0,28,"('autonomy', 'NN')",NN,autonomy,autonomy,149
72044021RFA00003,0,29,"(',', ',')",",",",",,0
72044021RFA00003,0,30,"('academic', 'JJ')",JJ,academic,academic,34
72044021RFA00003,0,31,"('quality', 'NN')",NN,quality,quality,1093
72044021RFA00003,0,32,"(',', ',')",",",",",,0
72044021RFA00003,0,33,"('and', 'CC')",CC,and,and,112
72044021RFA00003,0,34,"('research', 'NN')",NN,research,research,1141
72044021RFA00003,0,35,"('and', 'CC')",CC,and,and,112
72044021RFA00003,0,36,"('innovation', 'NN')",NN,innovation,innovation,719
72044021RFA00003,0,37,"('.', '.')",.,.,,0
72044021RFA00003,1,0,"('The', 'DT')",DT,The,the,1324
72044021RFA00003,1,1,"('three', 'CD')",CD,three,three,1342
72044021RFA00003,1,2,"('areas', 'NNS')",NNS,areas,areas,131
72044021RFA00003,1,3,"('are', 'VBP')",VBP,are,are,130
72044021RFA00003,1,4,"('interlinked', 'VBN')",VBN,interlinked,interlinked,743
72044021RFA00003,1,5,"('.', '.')",.,.,,0
72044021RFA00003,2,0,"('For', 'IN')",IN,For,for,556
72044021RFA00003,2,1,"('example', 'NN')",NN,example,example,503
72044021RFA00003,2,2,"(',', ',')",",",",",,0
72044021RFA00003,2,3,"('a', 'DT')",DT,a,a,25
72044021RFA00003,2,4,"('higher', 'JJR')",JJR,higher,higher,646
72044021RFA00003,2,5,"('education', 'NN')",NN,education,education,429
72044021RFA00003,2,6,"('institution', 'NN')",NN,institution,institution,724
72044021RFA00003,2,7,"('that', 'WDT')",WDT,that,that,1323
72044021RFA00003,2,8,"('has', 'VBZ')",VBZ,has,has,631
72044021RFA00003,2,9,"('effective', 'JJ')",JJ,effective,effective,432
72044021RFA00003,2,10,"('governance', 'NN')",NN,governance,governance,610
72044021RFA00003,2,11,"('would', 'MD')",MD,would,would,1476
72044021RFA00003,2,12,"('have', 'VB')",VB,have,have,632
72044021RFA00003,2,13,"('quality', 'NN')",NN,quality,quality,1093
72044021RFA00003,2,14,"('assurance', 'NN')",NN,assurance,assurance,143
72044021RFA00003,2,15,"('mechanisms', 'NNS')",NNS,mechanisms,mechanisms,871
72044021RFA00003,2,16,"('in', 'IN')",IN,in,in,691
72044021RFA00003,2,17,"('place', 'NN')",NN,place,place,1014
72044021RFA00003,2,18,"('that', 'IN')",IN,that,that,1323
72044021RFA00003,2,19,"('ensure', 'VB')",VB,ensure,ensure,468
72044021RFA00003,2,20,"('higher', 'JJR')",JJR,higher,higher,646
72044021RFA00003,2,21,"('quality', 'NN')",NN,quality,quality,1093
72044021RFA00003,2,22,"('academics', 'NNS')",NNS,academics,academics,35
72044021RFA00003,2,23,"('.', '.')",.,.,,0
72044021RFA00003,3,0,"('Higher', 'JJR')",JJR,Higher,higher,646
72044021RFA00003,3,1,"('quality', 'NN')",NN,quality,quality,1093
